propertyImmoCode,provinceCode,postalCode,salePrice,propertyType,propertySubtype,buildingCondition,propertySurface,landSurface,constructionYear,EPC,floors,facades,rooms,bedrooms,bathrooms,showerrooms,kitchenSurface,atticSurface,basementSurface,livingroomSurface,diningroomSurface,gardenSurface,terraceSurface,hasSwimmingpool
10158612,VBR,1800,485000,1,,1,265,230,1918,198,,2,,6,2,0,11,,16,34,,56,,
10158611,WHT,7643,150000,1,,,186,385,,473,,,,4,1,0,4,,,,1,,,
10158609,WHT,7301,285000,1,11,4,110,0,,184,,4,,4,,2,7,,,34,,1,18,1
10158607,WHT,7600,385000,1,12,5,,0,,,,2,,24,,0,,,,,,,,
10158606,WLX,6810,725000,1,,2,423,13,1920,,,2,,4,1,1,42,1,1,42,1,1,1,
10158604,BBR,1180,220000,2,15,1,68,,,281,,2,,1,1,0,,,1,38,,,,
10158603,BBR,1083,225000,2,,5,101,,,916,4,3,,2,1,0,8,,1,31,,,1,
10158601,VAN,2100,159000,2,,6,91,,1974,242,7,2,,2,1,0,,,1,,,,5,
10158600,VAN,2100,349000,1,9,1,168,122,,333,,2,,3,1,0,,,,39,,56,,
10158596,VWV,8650,219000,1,,1,,826,,429,,1,,3,1,0,,1,,,,,,
10158584,VWV,8600,110000,2,,1,,,,289,,,,2,1,0,,,1,,,,,
10158583,WNA,5020,390609,1,,,150,1459,,,,4,,3,,0,,,,,,1,,
10158582,VAN,2340,305000,1,,5,175,595,1967,790,,4,,3,1,0,17,,1,33,,,,
10158581,WHT,6010,160000,1,,3,112,0,,251,,,,4,,2,12,,1,,1,,,
10158579,VOV,9220,225000,1,,1,125,85,1939,722,,3,,3,1,0,,,1,,,,,
10158578,VBR,1502,299000,1,,,267,1991,1968,,,4,,5,,0,,,,,,,,
10158572,VLI,3500,289000,1,,6,138,1337,1960,672,,4,,3,1,0,10,,1,32,,,,
10158571,VLI,3550,229000,1,,6,110,281,1950,864,,3,,3,1,0,16,,1,33,1,,1,
10093588,VWV,8370,250000,2,16,2,65,,,152,,2,,2,,0,,,,1,,,1,
10158570,VWV,8530,295000,1,,2,161,210,1950,159,,2,,4,,0,,,1,1,,,1,
10158569,VLI,3830,529000,1,,1,285,1367,1920,141,,2,,3,2,0,17,,1,34,1,,40,
10158568,WBR,1348,290000,2,,5,98,,1997,454,6,,,1,1,0,,,,,,,,
10158567,VLI,3550,265000,1,,1,160,967,1970,726,,4,,3,1,0,12,,1,19,,,,
10158564,VOV,9220,279000,1,,4,110,71,,188,,2,,3,1,0,,,,32,,,10,
10158562,WHT,7904,70000,1,,6,,430,,,,4,,1,1,0,,1,,1,1,,,
10158561,WHT,6041,40000,1,,6,,0,,414,,2,,3,1,0,,,,,,,,
10158560,VOV,9220,388750,2,,,126,,2022,,,,,3,2,0,,,,,,111,16,
10158559,WNA,5031,195000,1,,6,200,605,,599,,4,,4,1,0,22,,,26,,,,
10158557,WLX,6870,289000,1,,,,1324,2022,,,4,,4,1,0,,,,,,,1,
10158554,VWV,8820,295000,1,,,220,483,,588,,2,,4,1,0,,,1,,,,1,
10158498,WHT,7600,138000,1,,5,,0,,,,3,,3,,0,,,,,,,,
10158496,WLG,4000,249000,1,,1,196,0,,298,,3,,3,2,0,,,1,34,1,270,13,
10158495,WLG,4000,660000,1,7,1,270,0,,271,,2,,0,,0,,,1,,,,,
10158494,WLX,6870,289000,1,,,,1363,2022,,,4,,4,2,0,,,,,,,,
10158492,VLI,3800,1750000,1,3,5,1245,54000,1800,,,4,,17,1,6,,1,1,1,1,1,1,
10158491,VOV,9340,275000,1,,,701,0,1949,273,,2,,3,1,0,,,,,,512,,
10158489,VBR,1853,298000,2,15,1,89,,1971,355,,3,,2,1,0,8,,,32,,,10,
10158488,VAN,2630,279000,2,,,100,,1979,233,2,,,2,1,1,,,,,,,,
10158485,VBR,1702,825000,1,5,6,376,9143,1963,824,,4,,4,1,0,6,,58,,1,,,
9921619,WHT,7700,255000,2,,4,185,,,277,,2,,4,2,0,,,1,,,,1,
10158481,VBR,3001,345000,1,,6,108,90,1963,326,,2,,3,1,0,7,,40,11,1,,,
10141447,VAN,2990,524000,1,,1,164,2125,1953,744,,4,,4,1,0,18,,1,40,1,1,1,
10141444,VAN,2990,524000,1,,1,164,2125,1953,744,,4,,4,1,0,18,,1,40,1,1,1,
10158469,VOV,9340,295000,1,11,6,230,0,,260,,3,,3,1,0,,1,,,,,,
10158468,WHT,7601,260000,1,11,1,184,0,,261,,4,,3,1,0,,,,,,,,
10158467,VWV,8550,135000,2,,5,80,,1977,208,,2,,1,1,0,10,,1,31,,,,
10158466,VOV,9041,425000,1,,1,150,624,1959,306,,4,,2,1,0,,,1,1,,1,1,
10158453,VOV,9000,229000,1,,1,60,35,,397,,3,,1,,0,,,,,,,,
10158445,VOV,9040,279000,1,,5,151,189,,363,,2,,2,1,1,,,,,,1,,
10158440,VAN,2650,715000,1,,4,170,314,1958,125,,3,,3,2,0,14,,17,,,75,,
10127304,WHT,7972,75000,1,,,155,429,1875,541,,2,,2,1,0,,,,1,,,,
10158430,WLG,4020,498000,1,8,4,489,1300,1920,,,4,16,8,3,0,13,,130,,,400,30,1
10158411,VWV,8420,139000,2,,1,51,,,436,,,,2,,1,,,,,,,,
10158410,VAN,2360,2750000,1,11,2,1047,6420,1987,131,,4,,6,5,0,,,1,1,1,6420,,1
10158409,VAN,2050,319000,2,15,1,85,,2013,115,2,2,,2,1,0,,,1,45,,,5,
10158408,VAN,2170,149900,1,8,5,74,0,,224,,2,,1,1,0,4,,1,36,1,,,
10158407,VAN,2050,319000,2,,1,85,,2013,115,2,2,,2,1,0,,,1,45,,,5,
10158405,VWV,8530,109000,1,,5,110,126,1919,538,,2,,2,1,0,9,,14,26,,68,,
10158403,VWV,8800,270000,1,,1,171,173,,433,,3,,3,1,0,8,,,27,,73,,
10058777,BBR,1180,375000,2,19,2,,,1970,,10,2,,2,,1,,,1,1,1,,10,
10158402,VAN,2170,149900,2,,5,74,,,224,,2,,1,1,0,4,,1,36,1,,,
10158401,VBR,3210,440000,1,,,,1231,1951,444,,2,,4,1,0,,,20,1,,1,,
10158400,VAN,2140,295000,2,,1,110,,,255,14,3,,3,1,0,10,,1,40,,,9,
10158399,VBR,1785,272000,2,16,,115,,2014,96,4,2,,2,1,0,9,,,31,,,6,
10158398,VWV,8710,197000,1,,,,309,,782,,,,4,1,0,,,1,1,,,,
10158395,WHT,6594,275000,1,,,170,1061,,259,,4,,4,1,0,,,,,,,1,
10158392,VWV,8380,299000,1,,1,210,212,,380,,4,,5,2,0,,,1,1,,,1,
10158387,VOV,9400,1390000,1,7,1,,1927,2019,61,,2,,8,6,0,,,,1,,1050,1,
10158386,VLI,3640,248000,2,,,,,2021,,,2,,2,1,0,,,,1,,,,
10158385,VBR,1800,255000,2,,1,110,,1990,345,,2,,2,1,0,,,1,1,,,,
10158383,WNA,5300,275000,1,,1,102,1159,1982,342,,4,,3,1,0,9,,,33,,700,,
10158382,VWV,8300,650000,2,,1,79,,,315,,2,,2,2,0,,,1,1,,,1,
10158381,VAN,2850,215000,1,,1,92,65,,744,,2,,2,1,0,,,,20,,,11,
10158380,VOV,9700,549000,2,,,146,,2004,194,,,,3,1,1,,,1,57,,,20,
10158378,BBR,1080,428000,2,,,98,,2005,142,,2,,2,1,0,,,,,,,10,
10158376,VOV,9700,725000,1,,6,312,2246,1970,1031,,4,,4,2,0,,,1,75,,1,,
10158375,WHT,7750,1450000,1,,,500,7793,1971,222,,3,,2,3,3,,,,,,1,,
10158374,VOV,9790,725000,1,,6,312,2246,1970,1031,,4,,4,2,0,,,1,75,,1,,
10158373,VAN,2900,730000,1,11,1,293,2222,2011,148,,4,,4,1,0,23,,,52,,2050,,
10158368,VWV,8970,279500,1,,1,135,280,,128,,2,,3,2,0,,,,,,,,
10158366,VBR,1500,329000,1,9,5,161,165,1970,220,,2,,3,1,0,17,,1,21,,,4,
10158359,BBR,1030,750000,1,,5,270,282,1930,560,,2,,6,4,0,16,,1,46,,110,20,
10158348,VOV,9570,285000,1,8,1,176,478,,359,,3,,3,1,1,16,,1,35,,1,1,
10158345,VWV,8200,375000,1,11,,183,393,1955,699,,4,,4,,0,,,1,,,,,
10158343,VWV,8760,155000,1,,1,113,210,1930,381,,2,,3,1,0,,,1,1,,,,
10158342,VWV,8810,215000,2,,,95,,,99,,2,,2,1,0,,,1,1,1,1,1,
10158340,VWV,8760,155000,2,,,,,1994,390,,2,,2,1,0,,,,1,,1,1,
10158339,VWV,8870,275000,1,,1,244,192,,263,,2,,4,,0,,,,,,1,1,
10158338,BBR,1130,399000,1,,1,160,80,1918,259,,,,3,2,0,,,,40,,,1,
10158337,VOV,9570,285000,1,,1,176,478,,359,,3,,3,1,1,16,,1,35,,1,1,
10031194,VWV,8450,370000,1,,1,165,0,1967,507,,4,,5,2,0,,,39,40,,1,,
10158334,WHT,7712,489000,1,,,395,430,,172,,,,4,1,0,,,,,,,1,
10158331,VOV,9000,360000,2,,2,88,,1774,,,3,,1,1,0,,,1,1,1,,8,
10158329,VAN,2520,310000,1,,,230,1235,1985,238,,4,,2,1,0,,1,,1,,,,
10158327,WHT,7850,745000,1,11,1,378,3135,1978,271,,4,,4,4,4,,,1,,,2500,1,1
10158324,BBR,1180,199000,2,18,,40,,,242,3,2,,0,,1,,,,21,,,10,
10094199,VAN,2620,159000,1,,1,90,69,1972,338,,2,,3,1,0,,,,,,,,
10158321,WHT,6530,278532,1,,,,210,,,,2,,2,,0,,,,,,1,,
10158312,BBR,1040,195000,2,18,2,35,,1962,245,6,1,,0,,1,4,,2,,,,3,
10158309,BBR,1050,419000,2,16,2,89,,2006,195,4,2,,2,1,0,,,10,,,,1,
10158307,VAN,2930,325000,1,,,,85,,299,,,,3,,0,,,,,,,,
10158304,VAN,2160,649000,1,11,2,210,853,1964,487,,4,,4,1,0,18,1,11,36,,853,20,
10158301,BBR,1082,155000,2,,1,60,,,,3,2,,1,1,0,7,,1,22,,,2,
10156183,BBR,1060,575000,2,,6,222,,1912,,,,,2,1,0,,,,,,80,,
10158296,BBR,1050,1395000,2,,1,240,,1909,208,4,3,5,4,2,0,15,,1,46,,,6,
10158295,WLG,4000,120000,1,,6,,0,,,,3,,3,1,0,,,,1,1,1,1,
10158294,WNA,5621,60000,1,,5,,170,,524,,2,,3,1,0,,,,,,,1,
10158293,VLI,3540,165000,1,4,,166,6676,1931,1004,,4,,3,1,0,,,,,,,,
10158292,WLG,4800,175000,1,,6,159,280,,335,,2,,4,,0,,,,,,,1,
10158286,WHT,7370,115000,1,,,126,182,,327,,2,,2,1,0,,,,30,1,,,
10158284,VOV,9600,389000,1,,1,188,1750,1993,367,,4,,4,1,0,,,,,,,,
10158283,VWV,8970,389500,2,,2,121,,2020,,4,4,,3,,0,,,,,,,37,
10158282,VWV,8790,549000,1,11,2,250,711,2012,205,,4,,4,1,0,,,,,,,1,
10158279,VWV,8430,315000,2,,2,72,,2015,109,5,2,,2,1,0,,,,,,,4,
10158278,VWV,8400,109000,2,,5,55,,,424,6,2,,1,1,0,,,,,,,2,
10158275,VAN,2200,209000,2,,1,77,,1972,319,2,3,,2,1,0,,,,,1,,,
10100514,VAN,2110,335000,1,,4,,0,,283,,2,,3,1,0,20,1,10,28,,32,15,
10158272,WLG,4728,595000,1,,2,185,712,2004,103,,4,,3,1,0,,1,1,1,1,,1,
10051282,VBR,3001,325000,1,,6,160,240,1956,690,,2,,4,1,0,,1,1,1,1,62,19,
10158271,WBR,1350,320000,1,,,,897,2021,,,3,,3,1,0,,,,,,,1,
10158270,WLX,6700,450000,1,,1,178,865,1966,461,,4,,3,1,0,14,1,1,25,1,758,1,
10158269,BBR,1200,589000,1,,1,193,193,1910,,,2,,4,2,2,,,1,,,20,1,
10158268,VAN,2180,429000,1,,2,135,245,,531,,,,3,,0,7,1,1,32,,1,1,
10002028,WLG,4100,169000,1,,,86,146,,297,,2,,4,1,0,11,,10,,,103,20,
10158265,VBR,1650,950000,1,,6,300,1220,1872,356,,4,,5,2,1,,,1,45,,610,,
10158263,WHT,7100,415000,1,7,,248,2246,1919,159,,4,,6,1,1,41,,1,30,,,1,
10158261,WBR,1315,365000,1,11,,135,2680,,301,,4,,3,,1,9,,,35,1,,80,
10158259,WBR,1300,195000,2,16,4,65,,,458,2,2,,2,,1,,,1,25,,,,
10158258,WHT,7100,415000,1,,,248,2246,1919,159,,4,,6,1,1,41,,1,30,,,1,
10158257,WBR,1300,390000,1,,,155,160,,266,,2,,4,,1,36,,1,30,,1,26,
10158255,WBR,1300,195000,1,,4,65,0,,458,,2,,2,,1,,,1,25,,,,
10158253,BBR,1190,295000,2,,6,120,,,735,5,2,,2,2,0,,,1,60,,,1,
10158250,VWV,8791,181923,1,,6,156,283,1939,967,,2,,3,1,0,,,,,,,,
10158249,WBR,1332,200000,1,,6,,482,,546,,3,,4,1,0,,,,,,,,
10158248,WBR,1350,330000,1,,,,572,2021,,,3,,3,1,0,,,,,,,1,
10158247,BBR,1050,850000,1,,2,189,45,1904,265,,2,,4,2,1,,,1,,,,7,
10158242,WLG,4500,260000,2,,2,90,,2003,250,3,2,,2,1,0,12,,1,,,,,
10158239,WLX,6600,525000,1,,1,238,1150,2006,182,,4,,4,1,0,,,1,,1,,,
10158237,WHT,6041,169000,2,,1,148,,,241,5,,,3,,1,,,,1,,,1,
10158235,VWV,8800,350000,2,,1,228,,2001,201,,2,,3,1,0,,,,,,,1,
9984544,VWV,8730,169000,1,,6,190,175,1938,897,,2,,0,,0,,,,,,,,
10158226,VOV,9120,320000,1,,2,,208,,113,,,,3,2,0,,1,,,,,1,
10056461,WLG,4020,87500,2,18,1,35,,1974,428,,,,0,1,0,,,,,,,1,
9878918,WHT,6060,90000,2,,,,,,346,,,,2,,0,,,,,,,,
10158224,VBR,1601,140000,2,16,2,112,,2011,179,2,,,3,1,0,,,,,1,,6,
10158223,VWV,8200,215000,1,,6,175,213,1935,602,,2,,2,1,0,,,,,1,,,
10158222,VWV,8790,249000,1,,,169,226,1963,843,,2,,3,1,0,,,,,,,1,
10158221,BBR,1050,399000,2,15,5,151,,1909,165,3,2,,2,2,2,8,,1,48,,135,30,
10158206,WLG,4100,168000,1,9,,197,429,1962,896,,3,,2,1,0,11,,38,17,,,19,
10158205,BBR,1080,275000,2,15,,106,,,400,,,,2,1,0,,,1,1,1,35,22,
10158203,VWV,8647,730000,1,,1,402,12281,,,,,,5,,0,47,,,,,,,
10158195,VAN,2520,585000,1,,2,,315,2020,28,,3,,3,1,0,,,,,,1,,
10158192,WHT,6032,142500,1,,5,100,190,,323,,2,,3,1,1,,,1,,,,,
10158191,VWV,8750,215000,1,,6,193,577,1942,527,,3,,2,2,0,8,40,6,45,,250,1,
10124189,VWV,8400,398000,2,,4,92,,1968,,9,2,,2,1,0,20,,6,,,,6,
10158188,WNA,5575,289000,1,,,,907,2022,,,4,,3,1,0,,,1,,,,1,
10158187,BBR,1040,375000,2,,2,,,1920,,5,2,6,2,1,1,,,1,1,1,,5,
10158186,VLI,3530,395000,1,,,,1506,1989,293,,4,,3,2,0,14,,130,18,1,1,1,
10158182,WNA,5300,240000,1,,4,120,300,,299,,2,,2,1,0,,34,21,40,,,36,
10158175,BBR,1200,550000,1,,,327,156,,775,,2,,6,,0,,,,,,80,1,
10158172,VWV,8870,260000,2,,1,82,,2020,47,,2,,2,1,0,,,,,,,1,
10158166,VAN,2020,179500,2,,,96,,,164,18,2,,2,1,0,9,,,40,,,8,
10158154,WHT,7900,290000,1,,,,515,2021,,,4,,3,1,0,,1,,,,,,
10158153,WBR,1410,445000,1,1,1,110,681,1973,555,,4,,2,1,0,11,1,,40,,500,50,
10158149,WLG,4000,59000,2,18,5,26,,,251,,2,,1,1,0,3,,,19,,,,
10158145,BBR,1040,600000,2,16,,150,,,208,2,1,3,0,1,1,,,1,1,1,30,20,
10158142,WHT,7000,219000,2,,,100,,,109,,,,3,1,0,,,1,,,,,
10102586,VOV,9600,279000,1,,6,266,165,,291,,2,,5,1,0,,,84,,,,10,
10121293,WBR,1420,275000,1,,6,115,207,,515,,2,,2,1,0,7,,,,,100,,
10158136,VBR,1500,310000,1,,6,,2560,1910,1057,,4,,3,1,0,,,1,1,1,,,
10158132,VLI,3600,497000,1,,1,248,1317,2009,134,,4,,4,1,0,,,1,,1,,1,
10158131,WHT,7900,295000,1,,,,531,2021,,,4,,3,1,0,,,,,,,1,
10046741,VWV,8670,99500,2,18,1,32,,,,2,4,2,0,,1,,,,,,,,
10158129,WLG,4451,219000,2,16,,104,,2020,,2,4,,2,,1,,,1,,,,21,
10158128,WLG,4420,229000,1,,4,136,115,,180,,,,2,1,0,,,1,26,,,30,
9897644,VAN,2800,199000,1,,5,120,70,,775,,2,,3,1,0,,1,,,,,,
10158127,VBR,3200,125000,2,,,79,,1975,494,,,,2,1,0,,,,1,,,,
10085078,WLX,6700,490000,1,11,5,,717,,472,,4,,5,1,1,,1,,,,,1,
10158121,WHT,7080,170000,1,,1,,0,,437,,3,,3,2,2,14,1,1,21,1,,38,
10158120,WHT,7370,130000,1,,,85,0,,468,,2,,2,,0,,,,,,,1,
10143233,BBR,1070,250000,1,,6,90,0,,398,,2,,2,1,0,12,,8,31,,38,,
10158116,WLG,4000,219500,1,,6,133,80,,450,,2,,5,2,2,15,1,21,15,1,20,,
10158113,VBR,1760,285000,1,,6,,1000,1969,907,,3,,2,,0,,30,,1,1,1,,
10158112,WBR,1367,435000,1,,,203,440,2022,63,,3,,5,3,0,,,,50,,,1,
10158111,BBR,1150,495000,1,,1,110,97,1950,307,,2,,3,1,0,8,1,1,26,,,25,
10116283,VWV,8500,249000,1,,2,105,60,,155,,,,3,,0,,1,1,28,,,7,
10158108,VLI,3960,189000,2,15,1,119,,1973,158,1,3,,3,1,0,,,,1,,,,
10158103,VAN,2100,165000,2,,1,98,,1969,388,9,,,2,1,0,,,1,32,,,9,
10158102,WBR,1315,325000,1,,,,182,2021,,,2,,3,1,0,,1,,,,,1,
10158096,WLG,4280,284817,2,,2,97,,2022,,3,,,2,,1,,,1,39,,,10,
10158092,WBR,1315,335000,1,,,,309,2021,,,3,,3,1,0,,1,,,,,1,
10158090,BBR,1050,280000,2,,1,93,,,137,2,2,,2,7,1,13,,,,,,,
10095111,WHT,7860,275000,1,,1,200,424,,389,,2,,4,2,0,9,50,,80,1,,20,
10095116,WHT,7866,275000,1,,1,200,424,,389,,2,,4,2,0,,50,,80,1,,20,
10095138,WHT,7860,275000,1,,1,200,424,,389,,2,,4,2,0,9,50,,80,1,,20,
10095166,WHT,7866,275000,1,,1,200,424,,389,,2,,4,2,0,9,50,1,80,1,,20,
9993939,VWV,8430,215000,2,,2,75,,,542,,,,2,,0,,,,,,,1,
10158089,VWV,8630,255000,2,,1,80,,,180,,,,2,,0,10,,1,38,,,5,
10158083,WNA,5020,337270,1,11,,170,1029,,,,4,,4,,0,,,,,,1,,
10158081,VAN,2560,449000,1,,2,185,543,1997,275,,3,,4,1,1,14,1,75,1,,250,30,
10158079,WHT,7000,119000,2,,,80,,,373,,3,,2,1,0,,,1,23,,,,
10158077,WLX,6700,360000,2,16,,130,,,112,1,2,,2,1,0,,,,,,,1,
10158076,WNA,5580,1250000,1,11,1,,9019,,306,,1,,7,4,0,15,1,1,12,1,9019,32,1
10158075,VWV,8792,295000,1,,1,288,311,1946,710,,3,,4,1,0,,,1,,,,,
10158074,VWV,8470,415000,1,8,4,344,205,1956,1,,2,,4,2,0,,,,,,,,
10158072,VAN,2070,475000,1,,1,126,111,2022,24,,2,,3,1,0,7,,,,,30,13,
10158071,VAN,2070,489000,1,,1,122,105,1874,81,,2,,3,1,0,7,,,,,30,13,
10158070,VOV,9170,340000,1,,2,,240,,155,,2,,3,1,0,,,,1,,,1,
10158067,VAN,2070,495000,1,,1,127,130,1874,87,,2,,3,1,0,7,,,,,37,14,
10158066,VBR,1760,360000,1,,6,173,1420,1958,415,,3,,3,1,0,10,1,1,50,,,1,
10158065,WNA,5640,179000,1,,,210,285,2022,35,,3,,4,1,0,,,,,,,,
10158062,VWV,8510,240000,1,,2,125,500,2018,107,,3,,2,,1,,,1,,,1,40,
10158061,WHT,7911,275000,1,,1,201,1000,,255,,2,,5,1,0,13,30,11,20,1,,34,
10158059,VBR,3150,859000,1,,,480,1277,2002,199,,4,,7,3,0,,1,,,,,1,
10158057,WHT,7911,275000,1,,1,201,1000,,255,,2,,5,1,0,13,30,11,20,1,,34,
10158055,WHT,7910,275000,1,,1,201,1000,,255,,2,,5,,0,13,30,11,20,1,,34,
10158054,WHT,7910,275000,1,,1,201,1000,,255,,2,,5,1,0,13,30,11,20,1,,34,
10158053,VWV,8490,260000,1,,6,,771,1963,830,,4,,4,1,0,,,1,1,,,,
10158051,VBR,1853,175000,2,18,,35,,,,,,1,0,1,0,,,3,,,,4,
10106943,BBR,1200,399999,2,,,100,,1964,210,5,,,2,,1,11,,6,26,,,4,
10158049,WNA,5621,120000,1,,,,206,,419,,,,4,1,0,,1,,1,1,,,
10158048,VBR,3450,343750,1,,2,175,517,2023,,,3,,3,1,0,7,41,,35,,324,,
10158047,VAN,2950,415000,1,,2,186,210,,219,,,,3,,0,10,1,,37,,1,15,
10158046,WNA,5621,195000,1,,,,203,,436,,,,4,,1,,,1,1,1,,,
10158044,BBR,1090,169000,2,,1,63,,1936,493,5,2,,2,1,0,8,,,20,,,1,
10158043,WBR,1420,475000,1,11,1,200,637,,370,,4,,4,2,0,16,,,,1,,19,
10158042,BBR,1160,610000,1,,4,,0,1953,,,3,11,4,2,2,,1,1,,,1,,
10114915,VAN,2300,329000,1,,1,177,197,1905,192,,3,,3,1,0,,1,,,,,1,
10158041,WLX,6687,229000,1,,6,,2792,,275,,3,,2,1,0,18,,1,1,,2599,1,
10158040,WLG,4460,79000,1,,1,164,1032,1996,180,,4,,3,1,0,13,,1,1,1,927,1,
10158037,VWV,8300,1850000,2,,4,125,,1948,,3,2,,3,3,1,,,,1,,,,
10158036,WHT,7830,190000,1,,6,147,670,,477,,2,,3,1,0,24,36,8,35,,400,1,
10158031,WLG,4400,239000,1,8,,77,267,1899,332,,2,,3,1,0,13,1,,17,,,60,
10158030,WLG,4020,369000,1,,1,180,110,,334,,2,,3,2,0,21,,1,15,,,22,
10158029,WLG,4020,369000,1,7,1,180,110,,334,,2,,3,2,0,21,,1,15,,,22,
10158025,WHT,7012,119000,1,,6,183,0,,466,,2,,5,1,1,14,,,25,,,1,
10158022,VLI,3670,349000,1,,6,274,1436,1970,448,,4,,4,1,0,,,1,1,,,,
10158019,BBR,1000,299000,2,,4,110,,,,3,2,,2,1,0,10,,,30,,,,
10158018,WHT,7070,195000,1,,1,150,82,1950,330,,2,,2,1,0,11,,1,23,,,20,
10158017,VAN,2500,649000,1,11,2,150,462,1981,151,,4,,3,1,0,,,1,1,,,1,
10158016,VAN,2860,219000,2,,1,83,,1994,524,2,2,,1,1,0,,,,,,,48,
10158012,VOV,9240,215000,2,,4,90,,,193,2,2,,2,1,1,,,,,,,,
10158002,WLG,4340,250000,1,,5,204,828,1932,488,,3,,4,1,1,19,,1,18,1,,,
10158001,VAN,2850,329000,1,,1,130,195,1930,207,,2,,2,1,1,,,,1,,,1,
9977065,VBR,1761,465000,1,,2,570,4600,,40,,4,,4,2,0,,,1,1,,,1,
10157999,WLG,4000,275000,1,7,1,387,203,1918,208,,2,,6,3,0,,,1,1,,,20,
10157998,WLG,4450,215000,2,16,1,194,,2000,218,2,2,,3,1,0,14,,1,61,,,5,
10157997,VBR,1840,335000,1,,6,189,803,1960,350,,3,,3,1,0,,1,1,,,,1,
10157996,VBR,1785,275000,1,,1,122,362,,499,,4,,3,1,0,,1,,,,,1,
10157995,VAN,2018,195000,2,,5,70,,1973,229,,,,1,1,0,2,,1,1,,,10,
10157994,VAN,2018,170000,2,,5,52,,1973,224,,,,1,1,0,4,,1,25,,,4,
10157993,VAN,2100,180000,2,,6,105,,1965,206,4,,,3,1,0,9,,,28,,,3,
10157990,BBR,1000,340000,2,16,2,101,,,248,,2,,2,1,1,,,1,,,,12,
9944911,BBR,1090,388000,1,,6,207,0,1930,769,,2,,4,2,2,,,1,1,,50,1,
10157987,VAN,2560,199000,2,,1,62,,1960,382,,2,,1,1,0,6,,1,28,,,24,
10074188,WHT,7050,450000,1,11,4,200,1300,,286,,4,,4,1,0,12,,,30,,,30,
10157982,VOV,9052,610000,1,,6,300,1359,1977,502,,4,,3,1,0,16,,,25,1,1150,49,
9891707,VLI,3550,349000,1,,1,238,749,1991,311,,3,,4,2,2,,,1,,,,1,
10157980,VAN,2400,369000,1,,2,222,610,1985,246,,3,,4,1,0,,,,,,,1,
10157979,VAN,2480,325000,1,,,217,657,1980,375,,3,,3,1,0,,,1,,,,,
10157978,WLG,4460,219000,1,,3,155,785,,857,,4,,3,1,1,8,1,27,12,1,615,,
10157977,WLG,4460,169000,1,,3,112,2575,,935,,4,,4,1,1,11,1,32,16,1,2230,160,
10157976,WLG,4031,189500,1,,5,144,202,,462,,2,,4,2,2,22,1,40,15,1,120,14,
10157975,WLG,4100,349000,1,,2,197,430,,327,,4,,4,1,1,16,1,8,1,,92,20,
10157974,WHT,7700,149000,1,,5,144,180,1930,386,,2,,2,1,0,,1,,42,,94,,
10157973,WHT,7712,289000,1,11,2,124,710,,332,,4,,3,2,0,,1,,48,,605,40,
10157972,WHT,7040,220000,1,,1,110,661,,314,,4,,4,1,0,9,,,26,,500,65,
10157970,VBR,3210,1820000,1,,,600,36370,,,,4,,8,2,0,36,1,700,96,1,,1,
10157969,WNA,5600,145000,1,,1,135,0,,341,,2,,2,1,0,956,,20,24,1,,,
10157968,WHT,7000,180000,2,,1,91,,1980,112,5,2,,3,1,0,6,,5,31,,,,
10157967,VOV,9230,375000,1,,2,147,594,1977,,,4,,3,1,0,,,,,,447,22,
10157964,VAN,2050,299000,2,,2,98,,2011,75,3,2,,2,1,0,10,,,32,,,12,
10157963,VWV,8300,395000,2,15,2,65,,1989,358,4,2,,2,1,1,,,,,,,6,
10157962,VWV,8300,715000,2,,2,80,,1996,134,4,2,,2,1,1,,,,,,,2,
10157961,BBR,1200,235000,2,15,1,60,,1960,343,17,2,,1,1,1,6,,1,26,,,57,
10157960,BBR,1200,495000,2,17,1,145,,1976,244,4,2,,4,3,1,7,5,,30,,,33,
10157957,VAN,2260,425000,1,,,270,1439,1994,279,,4,,3,1,0,,1,,,,,1,
10157955,VBR,3200,239000,1,,1,132,806,1951,847,,3,,3,1,0,,,1,,,,1,
10157954,WBR,1300,697000,1,,,335,1047,2022,,,4,,3,2,0,12,22,7,,1,1,,
10157951,VAN,2350,429000,1,,2,196,250,2012,150,,3,,4,2,0,21,,,33,,1,1,
10157950,VAN,2300,215000,1,,1,135,130,,365,,2,,3,1,0,20,,,,,,40,
10157949,VAN,2300,295000,1,,1,165,300,,397,,2,,4,1,0,14,,1,,,185,,
10157948,VAN,2300,230000,1,,5,133,148,,390,,2,,4,1,0,13,,1,,,,25,
10157947,VAN,2300,199000,2,,5,115,,,208,,2,,2,1,0,10,,,,,,12,
10157946,VAN,2300,189000,1,,,102,91,,333,,,,2,1,0,12,,,,,,,
10026156,VOV,9200,299000,1,,4,133,70,,51,,2,,3,1,0,,,,,,,10,
10157945,WLG,4400,259000,1,,2,160,482,2022,,,2,,4,1,1,,1,,42,,370,55,
10157940,VAN,2830,1450000,1,7,,638,1648,1983,,,2,,20,20,0,,,1,,,1,1,
10157934,WNA,5101,565000,1,11,1,272,1049,1995,242,,4,,6,2,0,16,1,1,38,,,1,1
10157933,VAN,2200,389000,1,,2,187,315,2008,250,,2,,2,1,0,,,,,,,1,
10157932,VBR,1853,169000,2,15,2,50,,1973,324,,,,1,1,0,8,,3,24,,,,
