propertyImmoCode,provinceCode,postalCode,salePrice,propertyType,propertySubtype,buildingCondition,propertySurface,landSurface,constructionYear,EPC,floors,facades,rooms,bedrooms,bathrooms,showerrooms,kitchenSurface,atticSurface,basementSurface,livingroomSurface,diningroomSurface,gardenSurface,terraceSurface,hasSwimmingpool
10162847,WHT,6182,399000,1,7,5,312,730,,504,,3,,11,2,3,5,1,46,24,,,,
9905371,BBR,1080,480000,1,,1,250,95,1925,256,,2,,5,4,4,12,1,1,16,1,15,24,
10162845,WHT,7333,244084,2,16,2,120,,2021,,1,,,2,1,1,12,,,28,,,26,
10162844,WHT,7333,202762,2,,2,96,,2021,,1,,,2,1,1,12,,,27,,32,15,
10162842,BBR,1150,280000,2,,,79,,1969,610,3,2,,2,,1,8,,1,24,,,3,
10162841,WLG,4031,89500,1,,,116,120,,407,,2,,3,,1,,,,1,,,,
10162840,WLG,4690,269000,1,,,,353,2007,345,,2,,3,1,0,,,,42,,,36,
10162838,VBR,1745,495000,1,,2,175,168,,391,,2,,4,2,0,,1,,1,1,1,1,
10162837,VWV,8370,195000,2,,,,,,269,,,,2,1,0,,,,,,,1,
10086287,WHT,6001,160000,1,,1,142,420,1899,,,3,,3,1,0,,1,1,1,1,,1,
10162832,VBR,3000,1130000,1,6,1,320,2003,1969,289,,4,5,4,4,4,34,1,1,36,,,240,1
10162831,VOV,9310,289000,1,,5,184,800,,863,,3,,3,,0,7,1,,28,,630,,
10162829,VAN,2800,310000,1,,6,165,79,1991,241,,2,,2,1,0,,,,,,,9,
10162828,VBR,1910,410000,2,19,1,128,,2019,60,2,4,,3,1,0,,,,41,,,11,
10162820,VBR,3040,419000,1,,2,146,249,2022,,,3,,3,1,0,,,,,,140,10,
10162819,VBR,1800,375000,1,,,158,193,1960,376,,2,,3,1,0,7,,,29,,1,,
10162818,BBR,1050,1895000,1,7,1,500,120,1835,,,2,,8,7,0,,,1,,,,,
10162816,BBR,1070,180000,2,,1,61,,2007,325,4,,,1,1,0,4,,1,,,30,20,
10162814,WHT,7322,395000,2,20,1,,,,268,2,,,0,1,0,,,,,,,1,
10162811,VAN,2020,299000,2,,2,103,,1959,124,,,,2,1,0,6,,,37,,,5,
10162810,VAN,2900,427000,1,,,255,0,,210,,2,,4,2,0,9,,46,29,,,,
10162809,VOV,9000,588000,1,,4,140,112,1932,517,,2,,4,1,0,9,,,26,,29,10,
10162808,VOV,9270,478000,1,,,192,909,1975,489,,4,,3,1,0,,,,,,1,1,
10162806,VLI,3510,412750,1,,2,210,1064,2009,77,,3,,3,2,0,13,1,,17,1,,1,
10162805,VBR,3040,444000,1,,2,162,238,2022,,,3,,3,1,0,,,,,,130,10,
10162803,VOV,9620,295000,1,,,,270,,330,,2,,3,,0,,,,,,,,
10162798,WHT,7180,850000,1,10,5,360,3800,1782,453,,4,,4,3,0,,1,,1,1,,,
10162796,WLG,4420,199000,1,,1,125,525,1963,671,,3,7,3,1,0,12,25,1,22,1,100,,
10162794,VBR,3290,305000,1,,,195,0,1920,796,,3,,3,1,0,,,1,,,,,
10162793,VBR,1861,549000,1,,1,209,518,2010,119,,3,,3,1,0,,,1,,1,1,1,
10162792,VWV,8400,245000,2,,4,86,,1990,423,7,,,2,1,0,,,,1,1,,1,
10085342,WNA,5580,120000,2,,,62,,,,,2,,1,,1,8,,6,23,,,,
10162789,VOV,9660,395000,1,8,1,267,1379,,368,,3,,6,1,0,29,,,48,,1,,
10162788,VOV,9660,395000,1,5,1,267,1379,,368,,3,,6,1,0,29,,,48,,1,,
10162787,VOV,9660,395000,1,11,1,267,1379,,368,,3,,6,1,0,29,,,48,,1,,
10162786,VOV,9500,198000,1,8,5,128,349,1932,404,,3,,4,1,0,33,,,,1,,,
10162785,VOV,9660,219000,1,8,6,166,652,,356,,4,,4,2,0,14,,1,32,1,,1,
10162784,VOV,9570,369000,1,8,1,300,1477,,224,,2,,3,1,0,25,,1,25,,1004,40,
10162781,WHT,7000,220740,2,,,92,,,,6,,,2,1,0,,,1,,,,,
10162780,WHT,7000,157484,2,,,66,,,,6,,,2,1,0,,,1,,,,,
10162779,WHT,7000,249003,2,,,72,,,,6,,,3,1,0,,,1,,,,,
10162778,WHT,7000,230463,2,,,96,,,,6,,,2,1,0,,,,,,,1,
10162777,WHT,7000,204198,2,,,83,,,,6,,,3,1,0,,,1,,,,,
10162776,WHT,7000,210635,2,,,106,,,,6,,,3,1,0,,,,,,,1,
10162775,VOV,9660,395000,1,,1,267,1379,,368,,3,,6,1,0,29,,,48,,1,,
10162774,WHT,7000,239900,2,,,96,,,,6,,,3,1,0,,,,,,,1,
10162773,WHT,7000,171495,2,,,96,,,,6,,,2,,0,,,,,,,1,
10162772,VOV,9500,198000,1,,5,128,349,1932,404,,3,,4,1,0,33,,,,1,,,
10162771,VAN,2900,299000,1,,1,167,301,,451,,2,,3,1,0,14,18,,53,,,,
10162770,VOV,9660,219000,1,,6,166,652,,356,,4,,4,2,0,14,,1,32,1,,1,
10162769,VOV,9570,369000,1,,1,300,1477,,224,,2,,3,1,0,25,,1,25,,1004,40,
10162768,VWV,8400,129000,2,,5,49,,,190,,2,,1,1,0,,,,,,,,
10162766,VOV,9800,299000,1,,1,121,144,1938,194,,2,,2,1,0,14,,12,33,,,,
10162765,VAN,2600,185000,2,,1,75,,1966,148,,3,,1,1,0,,,1,,,,13,
10162764,WNA,5300,550000,1,7,4,250,218,,134,,2,,5,,4,,,1,,,142,10,
10162763,WLG,4557,429000,1,6,1,152,723,,256,,4,,3,,1,20,,1,40,1,600,50,1
10162762,WLG,4557,429000,1,,1,152,723,,256,,4,,3,,1,20,,1,40,1,600,50,1
10162733,VBR,3080,800000,1,,1,,1184,1990,,,4,,3,2,0,,1,,1,1,1,1,
10162732,VWV,8380,295000,2,,1,62,,,204,,,,2,1,0,,,1,,,,,
10162731,VOV,9700,272000,1,,4,97,146,1966,291,,2,,3,1,0,,,,,,,,
10162728,VAN,2610,210000,2,,1,91,,1972,153,17,2,,2,1,0,9,,,33,,,17,
10162727,VAN,2650,335000,1,,,160,101,,358,,2,,3,1,0,30,,1,55,,,22,
10162726,VAN,2650,299000,1,,6,163,290,,669,,2,,4,1,0,10,,20,30,,200,35,
10162725,WNA,5600,69000,1,2,6,,1500,,,,4,,0,,0,,,,,,,,
10162722,VWV,8780,549000,2,16,2,271,,,85,,,,3,,0,,,,,,,1,
10162721,VAN,2180,339000,2,15,2,100,,,136,,,,2,,0,9,,,35,,227,1,
10162719,WNA,5000,475000,1,7,,260,1530,1918,216,,2,,4,3,0,34,,,21,,,37,
10114017,VOV,9200,475000,1,11,1,260,783,1986,529,,4,,4,1,1,,,,50,,1,1,
10162714,VAN,2800,179000,1,,6,,0,,710,,2,,2,1,0,,,,,,,1,
10162713,VAN,2200,144000,1,,1,123,170,1930,565,,2,,1,1,0,,,,1,,,1,
10162711,WLG,4000,90000,1,,,,0,,381,,,,2,,0,,,,,,,,
10162709,VAN,2570,390000,1,,1,172,359,1952,277,,3,,3,1,0,,,1,,,1,1,
10162706,VOV,9300,270000,1,,1,,219,,675,,2,,4,1,0,,1,1,1,1,,1,
10162705,WLG,4420,155000,1,13,,150,0,,,,2,,2,1,0,,,1,35,,,30,
10162704,WHT,7000,217072,2,,,,,,,6,,,2,1,0,,,1,,,,1,
10162703,WHT,7000,243337,2,,,96,,,,6,,,2,1,0,,,,,,,1,
10162702,WHT,7000,222222,2,,,83,,,,6,,,2,1,0,,,1,,,,1,
10162701,VOV,9570,285000,1,8,1,176,478,,359,,3,,3,1,1,16,,1,35,,1,1,
10162700,WHT,7000,183082,2,,,72,,,,6,,,2,,0,,,,,,,1,
10162699,WHT,7000,248487,2,,,96,,,,6,,,2,1,0,,,1,,,,1,
10162697,VOV,9570,285000,1,,1,176,478,,359,,3,,3,1,1,16,,1,35,,1,1,
10162695,WNA,5300,320000,1,,1,,800,,,,4,,4,1,1,,,,1,1,800,150,
10162693,WBR,1400,268000,1,9,6,121,200,1953,,,2,,2,1,0,9,,10,30,1,60,8,
10013280,BBR,1120,575000,1,,,165,0,1958,180,,2,,4,1,2,,,1,31,1,45,21,
10162688,VWV,8600,259000,1,,1,,173,,142,,,,3,,0,,1,,,,1,1,
10162686,VAN,2100,229000,2,,1,93,,1967,115,9,2,,2,1,0,9,,3,,,,3,
10146179,VAN,2610,249000,2,,,100,,1975,,,3,,2,1,0,,,,1,,,8,
10162683,WHT,7000,185400,2,,,74,,,,6,,,3,1,0,,,1,,,,1,
10162682,WHT,7000,140000,2,,5,70,,,529,5,4,,2,1,0,,,1,,,,,
10162681,WHT,7000,450000,1,,6,420,175,,630,,2,,8,3,0,,,1,,,,6,
10162680,WHT,7012,210000,1,,1,183,0,,229,,2,,4,1,0,18,,,40,,,35,
10162679,WHT,7370,220000,1,11,5,201,0,,667,,4,,4,1,0,17,,,40,1,,,
10162668,WNA,5000,380000,2,,,105,,,,,,,2,1,0,,,,,,,,
10154110,WLG,4460,380000,1,6,,,535,1978,,,2,13,3,1,0,12,,,32,1,200,,
10162663,BBR,1210,725000,1,10,2,225,121,1893,,,2,,4,2,1,,,1,,,50,10,
10162661,VOV,9960,145000,1,,5,115,58,1899,393,,2,,3,1,0,,,,,,,,
10162660,WHT,6032,79000,2,,1,63,,,1219,4,,,1,1,0,,,,30,,,,
10162659,WHT,6000,79000,2,,1,63,,,1219,4,,,1,1,0,,,,30,,,,
10162637,VOV,9300,349000,2,,1,131,,2002,88,5,2,,3,1,0,8,,,48,,,6,
10162636,VWV,8531,220000,1,,,135,270,,,,3,,3,1,0,12,,1,1,1,130,,
10162634,VBR,1780,465000,2,19,2,134,,2022,,3,2,,3,1,1,11,,1,41,,,14,
10162633,BBR,1190,305000,2,16,5,140,,1960,406,3,2,,2,1,2,,,1,,,,,
10162631,VAN,2650,349000,1,,1,178,359,,514,,2,,3,1,0,,,1,35,,265,,
10162630,WBR,1420,345000,2,,2,102,,2000,,4,2,,2,1,0,,,,,,,6,
10162627,WBR,1480,165000,2,,1,85,,1966,362,,,,2,1,0,,,,42,,177,,
10162626,WBR,1480,125000,2,,1,60,,1966,186,,,,1,1,0,,,,30,,,,
10162620,WLG,4100,749000,1,,1,490,0,,475,,,,13,,0,,,,,,,226,
10069775,VBR,1851,515000,1,,1,210,900,,,,4,,4,2,0,,,,,,600,40,
10162617,VBR,1500,415000,1,,5,148,227,1967,407,,3,,3,1,0,7,,1,38,,,,
10162616,VBR,1502,250000,1,,,125,170,1900,,,3,,2,1,0,12,,1,21,1,,20,
10162614,VBR,1640,580000,1,,4,240,305,1959,180,,2,,5,2,0,19,,,23,1,,1,
10162613,BBR,1180,450000,1,,5,133,150,1938,316,,2,,3,1,0,5,,,18,1,,,
10162612,BBR,1030,259000,2,,,70,,,,4,,,2,,1,,,,,,,,
10162611,VAN,2560,487000,1,,1,134,4700,2023,,,3,,2,1,0,8,,,39,,59,7,
10162610,VAN,2560,460000,1,,1,127,4700,2023,,,2,,3,1,0,14,,,28,,25,12,
10099652,VOV,9000,200000,2,18,1,46,,,247,,2,,1,1,1,,,1,,,,16,
9975020,VAN,2000,1249000,1,,4,282,160,1910,429,,2,7,6,2,0,,,,,,,,
10162609,WHT,7622,440000,1,4,,,7510,,299,,4,,6,1,1,,,1,,,,,
10162607,VAN,2560,540000,1,,1,150,4700,2023,,,3,,3,1,0,17,,,47,,32,18,
10162604,BBR,1180,335000,2,,1,90,,1980,227,3,2,,1,1,1,,,1,42,,,20,
10162603,BBR,1160,299000,2,16,1,100,,1960,359,3,2,,2,1,2,,,1,,,,,
10162602,VWV,8740,335000,2,20,2,129,,,92,,,,2,,0,30,,,50,,,10,
10162601,VAN,2560,560000,1,,1,157,4700,2023,,,3,,4,2,0,23,,,20,,23,16,
10162598,VAN,2560,388000,1,,1,94,4700,2023,,,2,,2,1,0,23,,,14,,36,15,
10162597,VAN,2560,298000,1,,1,71,4700,2023,,,3,,1,1,0,19,,,8,,24,16,
10162595,VAN,2060,147000,2,,,111,,1965,337,,2,,3,1,0,,,,,,,,
10162594,WNA,5150,200000,1,,6,130,1873,,396,,4,,3,1,0,19,1,84,26,,1873,30,
10162593,WNA,5030,10000,1,12,,,143,,582,,,,1,1,0,,,,1,1,,,
10162592,VAN,2560,398000,1,,1,121,4700,2023,,,2,,2,1,0,15,,,24,,11,12,
10162591,VAN,2560,630000,1,,1,183,4700,2023,,,2,,4,2,0,30,,,31,,25,16,
10162590,VOV,9042,320000,1,,1,250,883,1974,446,,3,,4,1,0,,,,,1,,1,
10162588,VAN,2850,328000,1,,1,,0,,406,,2,,3,1,0,,,1,,,,1,
10162585,WHT,6000,115000,2,,2,82,,,382,5,,7,2,1,0,8,,4,22,,,4,
10162581,VOV,9470,364000,1,,2,130,418,1976,413,,3,,3,1,1,,,1,28,1,43,11,
10162580,WLG,4032,229000,2,,1,105,,1968,310,,3,,2,1,0,9,,1,57,,,4,
10162577,WLG,4420,155000,1,,1,120,200,,381,,2,,4,1,0,10,1,1,15,1,95,,
10162576,WLG,4020,275000,1,,1,130,850,1930,423,,4,,3,1,0,18,,1,19,1,640,36,
10162574,WNA,5530,350000,1,,,155,693,1995,268,,4,,3,1,2,,,,50,1,,40,
10162571,VWV,8660,197500,2,20,1,78,,2010,142,,2,,0,1,0,,,,,,,,
10162570,WHT,6224,285000,1,,4,174,0,,346,,3,,5,2,0,26,,1,,,1,,
10162569,WHT,6224,499000,1,,4,254,0,2004,150,,4,,4,2,0,19,,,37,,1,1,
9987918,VAN,2620,249000,1,,5,130,80,1899,297,,2,,6,2,0,,,,,,,,
10162568,VAN,2000,525000,1,7,1,,181,,,,2,,0,,0,,,,,,,1,
10162567,VOV,9000,269000,1,,1,80,52,,440,,2,,3,1,0,,,,24,,,13,
10162566,VAN,2560,398000,1,,1,121,4700,2023,,,2,,2,1,0,15,,,24,,10,12,
10162565,VAN,2560,525000,1,,1,161,4700,2023,,,2,,4,2,0,21,,,22,,25,15,
10162563,VAN,2560,539000,1,,1,160,4700,2023,,,3,,4,2,0,21,,,23,,191,15,
10162562,WBR,1400,305000,2,15,,95,,2000,298,2,,,2,1,0,,,1,30,,,12,
10162561,VAN,2560,540000,1,,1,147,4700,2023,,,3,,3,1,0,19,,,33,,96,24,
10162557,VAN,2560,498000,1,,1,138,4700,2023,,,2,,3,1,0,19,,,33,,64,18,
10162556,VAN,2350,395000,1,,1,219,758,1970,661,,4,,3,1,0,,,1,,,,,1
10162555,BBR,1160,209000,2,,1,55,,1960,310,3,2,,1,1,1,,,1,,,,,
10162554,VWV,8870,275000,1,11,6,200,475,,797,,4,,3,1,0,,,,,,,,
10162553,WLX,6640,795000,1,,,,1392,2009,280,,4,,6,4,0,,,1,,,,,
10162552,VAN,2830,619000,2,,2,141,,2009,87,4,3,,3,1,0,,,,,,,1,
10162551,VBR,3271,465000,1,,1,,910,1951,263,,4,,3,1,0,,,,,,,,
10162550,BBR,1000,650000,1,7,5,385,0,,440,,2,,4,,0,,,1,,,,,
10162549,VBR,3270,310000,1,,1,,1230,,574,,4,,4,1,0,,,1,,,1,30,
10077017,WBR,1420,215000,2,,1,71,,,592,3,2,,2,,1,2,,,23,,,1,
10162545,VOV,9300,379000,1,,1,205,194,1966,89,,2,,5,1,0,7,,,39,,,1,
10162539,WLG,4400,489000,1,3,6,955,9927,,620,,4,,13,3,0,,,1,1,1,,,
10162537,VWV,8900,220000,1,,5,190,180,,424,,2,,3,2,0,,,1,,,,,
10162535,VWV,8380,480000,2,,2,85,,,192,,,,2,2,0,,,1,,,,,
10162534,VAN,2560,498000,1,,1,141,4700,2023,,,3,,3,1,0,19,,,33,,64,18,
10162511,WBR,1300,945000,2,19,,245,,2023,,,4,,3,2,0,,,,85,,,77,
10162510,WBR,1300,295000,2,,,73,,,,,,,1,1,0,,,,42,,,5,
10162509,WBR,1300,535000,2,,,122,,2023,,,3,,3,2,0,,,,57,,,19,
10162508,WBR,1300,595000,2,,,155,,2023,,,3,,3,2,0,,,,56,,1,30,
10162507,WBR,1300,425000,2,,,94,,,,,,,2,1,0,,,,43,,,14,
10162506,WBR,1300,425000,2,,,94,,2023,,,2,,2,1,0,,,,,,1,17,
10162505,WBR,1300,410000,2,,,91,,,,,,,2,1,0,,,,44,,1,17,
10162503,WBR,1300,410000,2,,,91,,2023,,,4,,2,1,0,,,,44,,1,16,
10162502,WHT,7000,385000,1,,4,,0,,184,,2,,5,1,1,,,1,,,,,
10162501,WNA,5020,775000,1,6,,650,1595,,170,,4,,8,1,2,25,,1,,1,1595,150,
10162500,WNA,5020,775000,1,5,,650,1595,,170,,4,,8,1,2,25,,1,,1,1595,150,
10162499,WNA,5020,775000,1,7,,650,1595,,170,,4,,8,1,2,25,,1,,1,1595,150,
10082223,WNA,5537,200000,1,,3,166,535,1900,635,,3,,4,,0,10,,14,25,1,535,1,
10162497,WNA,5020,775000,1,,,650,1595,,170,,4,,8,1,2,25,,1,,1,1595,150,
10162496,VWV,8550,365000,2,,,86,,,136,,2,,1,1,0,,,1,,,,25,
10162495,VWV,8430,465000,1,,,326,708,,253,,4,,8,8,0,,,,,,,,
10162490,WHT,7380,150000,1,,6,114,615,,409,,3,,3,,1,,,1,,,,,
10162489,WHT,7080,225000,1,,,152,740,,264,,2,,3,1,0,,,1,,1,,,
10162488,WHT,7370,79900,1,,3,102,0,,877,,3,,1,,0,,,1,,,,,
10162486,WHT,7370,90000,1,,5,,533,,546,,2,,3,1,0,,1,1,1,1,,1,
10162485,WLG,4900,240000,1,,6,240,296,,1029,,4,,2,1,0,17,,1,19,,,,
10162484,WHT,7700,169000,1,,1,168,395,,310,,2,,3,,1,,,1,1,,,1,
10162482,WNA,5580,40000,1,9,6,145,690,,320,,3,,2,1,0,,,,,,430,,
9972021,WLX,6887,769000,1,,,,780,1927,213,,4,,5,2,0,,1,1,1,1,,1,
10162481,WLG,4020,395000,1,7,6,350,165,1953,323,,2,,5,4,1,,,1,,,,1,
10162480,BBR,1060,365000,2,,2,87,,,,1,2,3,1,,1,,,1,1,1,,41,
10162478,VOV,9400,270000,1,,1,167,268,1933,686,,4,,3,1,1,15,1,1,40,,,1,
10162477,VOV,9800,389000,1,,,148,605,1962,342,,3,,3,1,0,,,1,,,1,,
10162474,WLX,6997,249000,1,,1,166,715,2003,196,,4,,3,1,0,,,1,45,,715,34,
10162473,WLX,6953,499000,1,,1,290,3225,1918,345,,4,,5,1,0,13,104,46,47,,3067,55,
10162470,VWV,8660,210000,2,16,1,118,,,255,1,3,,3,1,0,,,,,,,1,
10162469,VOV,9000,399000,2,,1,74,,2003,308,3,2,,2,1,0,,,,,,,2,
10162466,VLI,3500,725000,1,11,1,345,1519,1991,198,,4,,3,2,0,12,,,45,1,,95,
10162465,VWV,8430,475000,2,,1,81,,1994,188,9,2,,2,1,0,,,1,,,,1,
10162463,VAN,2270,250000,1,12,1,55,772,,663,,4,,1,1,0,,,,,,,,
10162457,WNA,5300,539000,1,11,,240,0,,294,,4,,4,2,0,18,,64,35,,1,1,1
10162455,BBR,1070,379000,2,,2,113,,2009,,1,,,1,1,0,,,10,,,,30,
10030044,VWV,8434,110000,1,,5,,300,,670,,,,2,1,0,,,,,,,,
9910733,VWV,8647,207500,1,,,,128,,392,,,,3,1,0,,,,,,,,
10162453,VLI,3740,219000,1,,,111,547,1954,652,,3,,2,1,0,21,,39,23,1,1,,
10087042,VBR,3401,180000,1,,5,153,772,1918,1062,,4,,3,1,0,,,,,,,,
10162441,WBR,1370,297000,1,5,6,325,2098,,546,,3,,5,1,1,23,,1,31,1,1,,
10162437,VLI,3700,229000,2,,1,96,,1994,218,,2,,3,1,0,7,,1,,,,20,
10162436,WLG,4577,139500,1,,6,330,310,,,,3,,5,2,0,17,,1,30,,240,12,
10162434,VAN,2260,399000,1,,2,135,764,1988,404,,4,,3,1,0,,60,8,1,1,1,30,
10162433,VWV,8480,398000,1,,1,224,705,,235,,4,,3,,0,14,,1,37,,1,1,
10162432,VOV,9500,81000,1,,1,60,20,,192,,2,,2,1,0,,,,20,,,,
10162430,VOV,9120,575000,1,7,1,,190,2015,84,,2,,2,2,0,,,,30,,,10,
10162428,VOV,9550,395000,1,,2,165,510,1939,134,,3,,3,1,1,,1,23,1,1,,1,
10111547,WNA,5000,520000,1,7,1,,0,,,,2,,7,4,0,,,,,,,,
10162425,BBR,1180,399000,2,,5,100,,1973,373,10,2,,2,1,1,8,,,18,1,,20,
9930723,VAN,2060,229000,1,,,,120,,,,2,,4,2,0,,,,1,,25,,
10162421,BBR,1020,169000,2,,1,58,,,163,,,,1,,0,6,,,31,,,,
10162420,VOV,9160,285000,2,,1,95,,2009,162,,2,,2,1,0,,,,1,,,1,
10162418,VOV,9000,339000,1,,,95,48,,,,2,,3,1,0,,,,1,,3,,
10162411,VWV,8660,425000,2,22,1,,,2020,68,,,,1,1,0,,,,1,,,,
9872976,WNA,5000,165000,2,,1,83,,,190,,2,,2,1,0,,,,,,,,
10162409,VWV,8520,275000,1,,1,165,274,1990,245,,3,,3,1,0,,,,1,,,,
10162408,VWV,8520,315000,1,,1,187,407,1976,226,,2,,3,1,0,,,,1,,,,
10162404,VOV,9140,620000,2,19,2,210,,2020,,,2,,3,1,0,35,,,35,,,15,
10162402,VOV,9185,265000,2,,1,100,,1971,354,,2,,3,,0,,,,1,,,,
10162401,VLI,3580,399000,2,,1,160,,2007,212,,2,,0,2,0,23,,5,57,,1,38,
10162399,VWV,8211,299000,1,,1,,0,1972,,,,,0,,0,,,,,,,,
10162398,VWV,8000,550000,1,,1,156,65,,240,,,,3,,0,,,,1,,,1,
9939576,VBR,3300,285000,1,,1,203,250,,189,,,,4,1,0,23,,,27,1,110,27,
10162395,VOV,9620,119500,2,,5,47,,1970,367,5,2,,1,1,0,4,,2,1,,,,
10162394,VOV,9831,995000,1,11,1,319,1057,1997,237,,4,5,4,2,0,,,,1,,1,,
10162392,VOV,9000,249000,1,,1,103,294,1938,842,,2,,0,1,0,7,,,34,,4,,
10162391,VOV,9041,249000,1,,1,103,294,1938,842,,2,,0,1,0,7,,,34,,230,,
10162386,VWV,8790,185000,2,,,90,,1976,226,6,4,,2,1,0,8,,1,,,,1,
10162384,VAN,2950,284000,2,,1,105,,2001,370,,2,,2,,0,12,,,35,,,12,
10162382,VAN,2560,530000,1,,1,163,412,2020,131,,3,,2,1,0,,,,1,,1,,
10162380,WHT,7190,200000,1,,6,155,884,1970,,,4,,3,1,0,,,,1,1,472,,
10141879,WBR,1430,405000,1,,,111,0,,192,,,,2,,0,,,,1,,1,,
10162378,VOV,9100,225000,1,,,,0,2005,142,,,,2,,0,,,,,,,,
9853882,VAN,2360,569000,1,11,1,240,2006,1980,431,,4,,3,2,0,,,15,1,,1,1,
10156277,WHT,6530,110000,1,,,,0,,440,,,,3,,0,,,,,,,,
10162376,BBR,1040,240000,2,,,43,,,,8,,,1,,1,,,,,,,,
10027579,VBR,3290,945000,1,11,1,405,4655,2000,123,,4,5,4,2,0,,,117,1,,1,1,1
10162374,WHT,7700,180000,1,,1,172,170,,563,,2,,2,1,1,,,1,1,,,1,
10100366,VAN,2000,998000,2,20,,420,,,254,,2,,4,3,0,,,,,,,,
10162373,VOV,9220,315000,1,,6,161,267,,532,,,,4,2,0,,,1,1,,1,,
10162372,VAN,2490,190000,1,,6,154,1921,1961,813,,4,,3,1,0,,1,1,1,1,,,
10162371,VWV,8650,220000,1,,,,896,,905,,4,,0,1,0,,,1,1,,,,
10162369,WHT,7061,120000,1,,,,0,,426,,,,3,,0,,,,,,,,
10162370,VWV,8650,320000,1,,,,1364,,1147,,,,0,,0,,,1,,,1,,
10162368,BBR,1090,930000,1,7,1,,0,,,,2,,0,6,0,,,,,,,14,
10162367,VOV,9800,1150000,1,11,2,581,12181,2011,190,,,,3,2,0,,,,1,,1,,
10162366,BBR,1190,1295000,1,,,279,170,1906,236,,,,6,2,0,,,1,1,1,80,2,
10162357,VOV,9280,290000,2,,,105,,2022,,,2,,2,1,0,,,,,,1,14,
10162356,VOV,9280,260000,2,15,,94,,2022,,,2,,2,1,0,,,,,,76,26,
10162355,VOV,9280,235000,2,16,,85,,2022,,,2,,2,1,0,,,,,,1,15,
10162354,VOV,9255,310500,2,,,120,,,,,2,,1,1,0,,,,,,,33,
10162353,VBR,1730,460000,1,,1,135,508,1976,321,,4,,4,1,0,,,,36,,1,1,
10162351,BBR,1180,675000,2,,1,212,,1960,145,5,2,,4,2,0,,,1,,,,25,
10162347,BBR,1090,320000,2,,2,100,,2014,99,,2,,2,2,0,,,,,,,14,
10162345,VWV,8880,360000,1,,1,288,794,,574,,4,,4,1,0,,,,,,,1,
10162340,VWV,8630,259000,2,,2,91,,2022,,4,4,,2,1,0,,,,,,46,19,
10162339,VWV,8430,285000,2,,2,64,,2005,,5,2,,2,1,0,,,,,,,4,
10162336,BBR,1210,165000,2,,,75,,,537,3,2,,2,,1,13,,,25,,,2,
10162334,BBR,1083,145000,2,,6,75,,1965,346,,,,2,1,0,7,,1,30,,,6,
10162333,BBR,1050,735000,1,,,135,0,,269,,2,,2,1,1,,,1,40,1,,20,
10162329,WHT,7141,129000,1,,6,79,0,,463,,,4,0,1,0,,,,,,,,
10162325,VAN,2140,250000,2,,,130,,1975,,16,4,3,2,1,1,18,,6,48,,,1,
10162324,VOV,9620,256500,2,,,92,,2020,,,2,,2,1,0,,,,,,,16,
10162323,VAN,2140,275000,2,,1,112,,1970,125,8,2,,2,1,0,18,,1,47,,,6,
10162322,VAN,2140,349000,1,,1,136,0,1955,377,,2,,4,2,0,20,,32,26,,,17,
10113677,WLG,4460,210000,1,,6,,1000,,585,,3,,4,1,1,34,,,32,,,1,
10162319,VLI,3581,345000,1,7,1,,1661,1930,375,,4,,8,,0,,,1,,,1,1,
10162318,WHT,6230,415000,1,,,198,0,,,,4,,3,1,0,,,1,,,,,
10162316,WHT,6060,140000,2,,4,80,,1965,480,6,2,,2,1,1,,,1,1,,,5,
10162311,VAN,2000,189000,2,18,5,60,,,161,,3,,1,1,0,4,,,33,,,,
10162309,VAN,2018,189000,2,18,5,60,,,291,,2,,1,1,0,4,,,35,,,,
10162308,WBR,1420,490000,1,11,1,118,900,1962,406,,4,,3,1,0,12,,1,33,1,,10,
10162306,VWV,8200,475000,1,11,1,204,687,1980,415,,,,4,1,0,,,,45,,1,1,
10162305,VWV,8200,295000,2,,,120,,1964,624,,2,,4,1,0,,,,1,,,1,
10162302,VBR,1570,245000,1,,5,125,1243,1958,572,,3,,3,1,0,8,,15,16,1,1,,
10162301,BBR,1030,515000,1,,6,,200,1918,396,,2,,4,,0,,,35,64,,80,,
10162300,VOV,9000,405000,2,,,108,,2006,114,,2,,2,1,0,6,,,40,,,1,
10158657,VAN,2900,265000,2,,2,,,1998,106,3,,,2,1,0,,,,,,,,
10162298,VBR,1830,235000,2,,1,76,,2013,,2,,,1,1,0,,,1,,,35,5,
10162297,WHT,7712,289000,1,,2,,400,,,,3,,4,1,1,,1,1,1,1,300,,
10162296,WLX,6700,455000,1,,1,280,164,,129,,2,,5,1,0,,,,45,,,65,
10162293,BBR,1190,370000,2,,2,82,,2021,,5,,,2,,1,,,1,25,,,6,
10162292,WHT,6250,389000,1,,,133,0,,,,4,,3,,0,,,,,,,,
10162291,WNA,5060,389000,1,,,133,0,,,,4,,3,,0,,,,,,,,
10162290,WBR,1410,490000,1,11,1,118,900,1962,406,,4,,3,1,0,12,,1,33,1,,10,
10162289,VOV,9920,250000,1,,,,1234,,489,,,,3,,0,,1,,,,,,
10162288,VAN,2450,190000,1,,6,154,840,,1285,,4,,4,1,0,,1,,1,1,,,
10162287,VWV,8830,250000,1,4,6,,11614,1956,1339,,4,,1,1,0,,,,,,,,
